parent_asin,price,rated,Leaf_Category,Color,Chipset Brand,Operating System,Average Battery Life (in hours),RAM_Size,RAM_Type,Storage_Size,Storage_Type,Screen_Category,Brand_Normalized,Weight_Category
B07DN87WMD,152.99,Well,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR3L,256GB,SSD,Compact,Dell,Light
B07DNVVRPV,1179.0,Decent,Traditional Laptops,Black,,Windows 10,,,,,,Normal,Dell,
B07DP8DV7Z,749.0,Well,Traditional Laptops,Grey,,Windows 10 Pro,,,,,,Compact,Lenovo,
B07DRP6D2R,1249.0,Decent,Traditional Laptops,,NVIDIA,Windows 10,,16GB,DDR4,1TB,SSD,Normal,"Hp, Microsoft",Heavy
B07DRWWMF2,359.0,Decent,Traditional Laptops,Gray,Intel,macOS 10.12 Sierra,10 Hours,8GB,DDR3,256GB,SSD,Compact,Apple,Light
B07DV76SP9,119.0,Decent,Traditional Laptops,Black,Intel,Windows 10,,8GB,DDR3,128GB,SSD,Compact,Dell,Light
B07DVPXLPG,189.0,Decent,2 in 1 Laptops,Purple,,,,1GB,,32GB,HDD,Compact,Rca,Light
B07DVTXVHY,136.87,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro 64-Bit,,8GB,DDR4,256GB,SSD,Compact,Lenovo,Light
B07DW4PS8B,219.29,Well,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR3,512GB,SSD,Compact,Dell,Heavy
B07DZJK8TK,1633.13,Decent,Traditional Laptops,,NVIDIA,Windows 10,,32GB,DDR4,1000GB,SSD,Normal,Dell,Heavy
B07DZMR75W,399.0,Well,Traditional Laptops,,AMD,Windows 10,9 Hours,4GB,,1000GB,HDD,Normal,HP,Heavy
B07F15XT2M,495.0,Decent,2 in 1 Laptops,Black,Intel,Chrome OS,8 Hours,4GB,,32GB,SSD,Compact,Samsung,Light
B07F1Z4HGJ,598.0,Well,2 in 1 Laptops,,NVIDIA,Windows 10 Home,17 Hours,16GB,DDR3,512GB,SSD,Compact,Microsoft,Light
B07F2457VB,499.0,Decent,Traditional Laptops,,NVIDIA,Windows 10,17 Hours,8GB,DDR3,,SSD,Compact,Microsoft,Light
B07F2KPLHD,268.23,Decent,Traditional Laptops,Silver,Intel,Windows 10,,4GB,DDR3,64GB,eMMC,Compact,Acer,Light
B07F32YFDL,539.99,Decent,Traditional Laptops,Gold,Intel,Windows 10,14 Hours,8GB,,256GB,SSD,Compact,HP,Heavy
B07F3BZF57,649.99,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,,8GB,,256GB,SSD,Normal,Lenovo,Light
B07F6RS9K9,699.0,Well,Traditional Laptops,Steel Gray,Intel,Windows 10 Home,12 Hours,8GB,DDR4,256GB,SSD,Compact,Acer,Light
B07F79W2BC,1999.99,Decent,Traditional Laptops,,NVIDIA,Windows 10 (64bit),,16GB,,512GB,SSD,Normal,ASUS,Heavy
B07FCR657Z,209.51,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,,8GB,DDR4,512GB,HDD,Compact,HP,Heavy
B07FCS8HY7,143.74,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,4GB,DDR3,2TB,HDD,Compact,HP,Light
B07FCWX4GT,150.98,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,1.5 Hours,8GB,DDR3L,256GB,SSD,Compact,HP,Light
B07FCZ3HG7,348.0,Highly,Traditional Laptops,Platinum,Intel,Windows 10,10 Hours,8GB,,256GB,SSD,Compact,Microsoft,Heavy
B07FDPCJXG,240.0,Highly,Traditional Laptops,White,Intel,Chrome OS,10 Hours,4GB,DDR4,32GB,eMMC,Compact,HP,Light
B07FKRFTYW,524.99,Highly,Traditional Laptops,Silver,Intel,Windows 10 Home,8 Hours,12GB,DDR4,1TB,HDD,Normal,Dell,Heavy
B07FL128GW,311.3,Decent,Traditional Laptops,Platinum Gray,Intel,Windows 10,,8GB,DDR4,1TB,HDD,,Lenovo,Light
B07FNCJJ8V,149.0,Highly,Traditional Laptops,Non-Touchscreen,Intel,Chrome OS,10 Hours,4GB,DDR4,100GB,eMMC,Compact,HP,Light
B07FP1QJ5P,1024.95,Decent,Traditional Laptops,Silver,NVIDIA,Windows 10 Pro,7 Hours,16GB,DDR4,512GB,SSD,Huge,HP,Heavy
B07FPB9SB1,279.99,Highly,2 in 1 Laptops,Sparkly Silver,mediatech,Chrome OS,12 Hours,4GB,DDR3,32GB,SSD,Compact,Acer,Light
B07FXPMM2Q,498.99,Well,2 in 1 Laptops,,Intel,Windows 10 Home,,8GB,DDR4,128GB,SSD,Compact,Lenovo,Light
B07FZFGB5V,1522.17,Well,Traditional Laptops,Silver,NVIDIA,Windows 10,,32GB,DDR4,1TB,SSD,Normal,Dell,Light
B07FZZRG2M,579.88,Decent,Traditional Laptops,Platinum Gray,Intel,Windows 10,,8GB,,1TB,HDD,Normal,Lenovo,Heavy
B07G1GT8S4,386.98,Decent,Traditional Laptops,Silver,Intel,Windows 10,10 Hours,8GB,DDR4,128GB,SSD,Compact,Avita,Light
B07G2N5FL4,284.0,Highly,Traditional Laptops,Silver,Intel,macOS 12 Monterey,5 Hours,8GB,,128GB,HDD,Compact,Apple,Light
B07G2VZXTJ,999.0,Decent,2 in 1 Laptops,Theoretical Gray,Intel,Windows 10,7.25 Hours,8GB,DDR4,1000GB,HDD,Compact,Dell,Light
B07G3R2HR9,280.6,Highly,Traditional Laptops,,Intel,Chrome OS,,4GB,DDR3,16GB,SSD,Normal,Acer,Heavy
B07G54S6VC,274.99,Highly,Traditional Laptops,Night charcoal,Intel,Chrome OS,,2GB,DDR3,16GB,eMMC,Compact,Samsung,Light
B07G576WS1,86.95,Highly,Traditional Laptops,Night Charcoal,Intel,Chrome OS,11 Hours,4GB,DDR3,16GB,eMMC,Compact,Samsung,Light
B07G5MQQS2,476.0,Well,Traditional Laptops,Gray,Intel,Windows 10,5 Hours,8GB,,1TB,HDD,Normal,Lenovo,Heavy
B07G65DGXS,499.99,Decent,Traditional Laptops,Platinum grey,,Android,,,,,,Normal,Lenovo,
B07G66MSRH,419.99,Decent,Traditional Laptops,Black,Intel,Windows 10,15 Hours,16GB,DDR4,512GB,SSD,Compact,Lenovo,Light
B07G8LZHCR,149.99,Well,Traditional Laptops,Black,Intel,Windows 10 Pro,6 Hours,8GB,DDR4,256GB,SSD,Compact,Dell,Light
B07G9L74VW,199.95,Highly,Traditional Laptops,Silver,Intel,Windows 10,10 Hours,16GB,DDR4,512GB,SSD,Compact,HP,Light
B07GCQ932S,206.66,Well,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR4,256GB,HDD,Compact,Dell,Heavy
B0C9H2SFXD,282.05,Decent,Traditional Laptops,Gray,Intel,Windows 10 S,10 Hours,4GB,DDR4,128GB,SSD,Compact,Lenovo,Heavy
B07GCRDKLX,197.67,Decent,Traditional Laptops,,Intel,Windows 10,,8GB,DDR4,500GB,HDD,Compact,Dell,Light
B07GCRL6SN,195.21,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,16GB,,256GB,SSD,Compact,Dell,Light
B07GCRL858,157.99,Decent,Traditional Laptops,,Intel,Windows 10 Pro,17 Hours,8GB,,250GB,SSD,Compact,Lenovo,Light
B07GCRLHHY,189.99,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,,4GB,,512GB,SSD,Normal,Dell,Heavy
B07GCS4YTY,165.99,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,3 Hours,8GB,,256GB,SSD,Compact,Dell,Heavy
B07GCS51FD,274.32,Well,Traditional Laptops,Black,Intel,Windows 10 Pro,,16GB,,512GB,SSD,Compact,Dell,Light
B07GCS5CY7,389.9,Decent,Traditional Laptops,Grey,AMD,Windows 10 Pro,,16GB,DDR4,500GB,SSD,Normal,Dell,Heavy
B07GCS5MPR,318.88,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,5 Hours,16GB,DDR4,512GB,SSD,Normal,Dell,Light
B07GCV2SJ9,205.0,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,,4GB,DDR3,512GB,HDD,Normal,Dell,Heavy
B07GDXZSSD,388.0,Well,Traditional Laptops,Gray,Intel,Windows 10 Pro,,8GB,,500GB,SSD,Compact,HP,Light
B07GFLBNYD,999.0,Decent,Traditional Laptops,Red,NVIDIA,Windows 10,,8GB,DDR4,1TB,SSD,Normal,Dell,Heavy
B07GJYD8HJ,800.0,Well,Traditional Laptops,,NVIDIA,macOS 10.12 Sierra,,16GB,,1TB,SSD,Normal,Apple,Heavy
B07GLV1VC7,195.0,Highly,Traditional Laptops,Business Black,Intel,Chrome OS,10 Hours,4GB,DDR3,64GB,SSD,Compact,Lenovo,Light
B07GM2J11Q,274.0,Highly,Traditional Laptops,Blizzard White,,Chrome OS,,,,,,Compact,Lenovo,
B07GM2J244,328.9,Highly,Traditional Laptops,Mineral Grey,Intel,Windows 10,6 Hours,4GB,DDR4,64GB,HDD,Compact,Lenovo,Light
B07GSS5JDJ,254.99,Highly,Traditional Laptops,Night Charcoal,Intel,Chrome OS,,4GB,DDR3,32GB,eMMC,Compact,Samsung,Light
B07H3X8FNW,739.0,Well,2 in 1 Laptops,Silver,Intel,Windows 10 Pro,11 Hours,8GB,DDR3,256GB,SSD,Compact,Samsung,Heavy
B07H41TSSC,204.95,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,,16GB,,256GB,SSD,Compact,Dell,Light
B07H471WQT,199.0,Highly,2 in 1 Laptops,Steel Gray,Intel,Windows 10,,4GB,DDR3L,32GB,SSD,Compact,Acer,Light
B07H6KXFC7,163.86,Highly,Traditional Laptops,,Intel,"Windows 10 Professional 64 Bit, Multi-Language Support English/Spanish",,8GB,,256GB,SSD,Compact,Lenovo,Light
B07L4D9LDT,179.99,Decent,Traditional Laptops,,Intel,Windows 10,,16GB,,256GB,SSD,Compact,Lenovo,Heavy
B07H8NBB62,512.74,Decent,Traditional Laptops,Space Gray,Intel,macOS 10.12 Sierra,10 Hours,16GB,DDR3,512GB,SSD,Compact,Apple,Light
B07H8VG41H,439.0,Decent,Traditional Laptops,Silver,Intel,Windows 10 Home,,4GB,DDR4,128GB,SSD,Compact,HP,Light
B07J1XH67V,1449.0,Highly,Traditional Laptops,Cobalt,Intel,Windows 10 Home,14.5 Hours,16GB,DDR3,,SSD,Compact,Microsoft,Light
B07H93MSRR,819.0,Decent,Traditional Laptops,Black,Intel,Windows 10 Home,8.45 Hours,8GB,,1000GB,HDD,Normal,HP,Heavy
B07H9HY812,556.61,Well,2 in 1 Laptops,Theoretical Gray,,Windows 10,,,,,,Compact,Dell,
B07L87NYZR,699.0,Well,Traditional Laptops,,Intel,Windows 10,"7.0, 6.0, 5.0 Hours",8GB,DDR4,,HDD,Normal,HP,Heavy
B07HBKMLLN,799.99,Decent,Traditional Laptops,Mineral silver,Hp,Windows 10 Home,11 Hours,8GB,,256GB,SSD,Compact,HP,Light
B07HBPBRRF,339.98,Highly,2 in 1 Laptops,,hp,Chrome OS,,4GB,,,SSD,Compact,HP,Light
B07HF1Z835,599.0,Well,Traditional Laptops,Platinum Grey,Intel,Windows 10 Home,,8GB,DDR4,1000GB,HDD,Normal,Lenovo,Heavy
B07HG85H4R,494.02,Well,Traditional Laptops,grey,AMD,Windows 10 Pro,,16GB,DDR3,512GB,HDD,Huge,Dell,Heavy
B07HGCX1D4,191.99,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,,16GB,DDR3,256GB,HDD,Compact,Dell,Light
B07HGTFTZB,529.6,Decent,Traditional Laptops,Platinum Gray,AMD,Windows 10,,8GB,,128GB,SSD,Normal,Lenovo,Heavy
B07HH5VZTN,274.0,Highly,Traditional Laptops,Stealth Silver,Intel,Chrome OS,,4GB,DDR3,,SSD,Compact,Samsung,Light
B07HKBDFQX,453.26,Highly,Traditional Laptops,Coming Soon,NVIDIA,Windows 10 Home,,16GB,DDR4,500GB,HDD,Normal,Dell,Heavy
B07HLSZ1Y2,226.99,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,,256GB,SSD,Compact,Dell,Light
B07HMD4V21,339.97,Highly,Traditional Laptops,Silver,Intel,macOS 10.12 Sierra,12 Hours,8GB,DDR3,256GB,SSD,Compact,Apple,Light
B07HMHKQHV,279.0,Well,Traditional Laptops,,Intel,Chrome OS,,4GB,DDR3,32GB,SSD,,HP,Heavy
B07HRZM2V4,199.0,Highly,Traditional Laptops,Silver,Intel,Chrome OS,10 Hours,4GB,DDR4,32GB,eMMC,Compact,ASUS,Light
B07HS2RCKG,247.99,Highly,Traditional Laptops,Silver,Intel,Chrome OS,10 Hours,4GB,DDR4,32GB,HDD,Normal,ASUS,Light
B07JHLB3ZD,749.99,Highly,2 in 1 Laptops,,Intel,Windows 10,8 Hours,8GB,,256GB,HDD,Compact,Lenovo,Light
B07HZBT7QC,499.0,Well,Traditional Laptops,Black,Integrated,Windows 10 Home,,4GB,DDR4,128GB,SSD,Normal,Dell,Heavy
B07HZL1NWW,1194.0,Decent,Traditional Laptops,Burgundy,AMD,Windows 10 Home,14.5 Hours,8GB,DDR3,,SSD,Compact,Microsoft,Light
B07HZPWTB8,1089.0,Decent,Traditional Laptops,Royal Blue,Intel,Windows 10 Pro,12 Hours,16GB,DDR3,512GB,SSD,Compact,ASUS,Light
B07J1SY5QQ,289.99,Highly,2 in 1 Laptops,Light Titan,Intel,Chrome OS,,4GB,DDR3,32GB,SSD,Compact,Samsung,Light
B07J1T9ZQS,470.83,Highly,Traditional Laptops,Silver,Intel,Mac OS,12 Hours,8GB,DDR3,512GB,SSD,Compact,Apple,Light
B07J1WTLQZ,438.0,Highly,Traditional Laptops,Light Titan,Intel,Chrome OS,10 Hours,4GB,DDR3,64GB,SSD,Compact,Samsung,Light
B07J215RPT,349.0,Highly,2 in 1 Laptops,Light Titan,Intel,Chrome OS,10 Hours,4GB,DDR3,64GB,SSD,Compact,Samsung,Light
B07J2Q4N2G,579.99,Decent,Traditional Laptops,Silver,Intel,Mac OS,"10.0, 12.0 Hours",16GB,DDR3,1TB,SSD,Compact,Apple,Light
B07J427KVK,229.99,Highly,2 in 1 Laptops,White,Intel,Chrome OS,13 Hours,4GB,,32GB,SSD,Compact,HP,Light
B07J4TVF7D,129.0,Highly,Traditional Laptops,Black,Intel,Chrome OS,,4GB,DDR3,16GB,SSD,Compact,Dell,Light
B07J57MD7M,1599.0,Well,2 in 1 Laptops,Silver,NVIDIA,Windows 10,8 Hours,8GB,DDR4,256GB,SSD,Normal,Lenovo,Heavy
B07J5WLQ75,144.84,Highly,Traditional Laptops,Silver,Intel,Windows 10 Pro,,8GB,,256GB,SSD,Compact,HP,Light
B07JMLMVKP,570.0,Decent,Traditional Laptops,Space Gray,Intel,Mac OS,,16GB,DDR3,256GB,SSD,Normal,Apple,Heavy
B07JVK8J97,740.0,Highly,Traditional Laptops,Space Gray,AMD,Mac OS,4 	years,16GB,DDR3,512GB,SSD,Normal,Apple,Heavy
B07JVWHXGM,590.02,Decent,Traditional Laptops,Gold,Intel,Chrome OS,12 Hours,8GB,DDR3,256GB,SSD,Compact,Apple,Light
B07L49MY9H,269.99,Decent,Traditional Laptops,Jet Black,Intel,Windows 10 S,12.5 Hours,4GB,,32GB,eMMC,Compact,HP,Light
B07K1GR9LN,199.99,Highly,Traditional Laptops,Silver,Intel,Windows 10,,4GB,DDR4,64GB,eMMC,Compact,HP,Light
B07K1J7F6Q,899.0,Decent,Traditional Laptops,Gold,Intel,Mac OS,,8GB,DDR3,256GB,HDD,Compact,Apple,Light
B07K1K6CYW,156.52,Well,Traditional Laptops,,Intel,Windows 10,13 Hours,4GB,DDR4,128GB,SSD,Compact,Dell,Heavy
B07K1KNH29,604.62,Decent,Traditional Laptops,Space Gray,Intel,Mac OS,,16GB,DDR3,256GB,HDD,Normal,Apple,Heavy
B07K1XKW81,1599.99,Decent,Traditional Laptops,Brown,Intel,Windows 10 Home,,8GB,,256GB,SSD,Compact,HP,Light
B07K2F1S4N,969.95,Highly,Traditional Laptops,Platinum,Intel,Windows 10 Home,14.5 Hours,8GB,DDR3L,,SSD,Compact,Microsoft,Light
B07K2JVLNQ,169.0,Highly,Traditional Laptops,,Intel,Chrome OS,,4GB,DDR3,32GB,eMMC,Compact,HP,
B07K2VVGCK,3699.0,Well,Traditional Laptops,Designer White,NVIDIA,Windows 10 Pro,8 Hours,32GB,DDR4,,SSD,Normal,MSI,Heavy
B07K3SRBZG,277.0,Well,Traditional Laptops,Gray,Intel,Windows 10 Pro,,3GB,DDR4,512GB,SSD,Compact,Dell,Light
B07K4QJGSC,169.0,Highly,Traditional Laptops,,Intel,Windows 10,10 Hours,2GB,DDR4,32GB,eMMC,Compact,ASUS,Light
B07K5SKF73,269.99,Highly,Traditional Laptops,White and Blue,Intel,Chrome OS,14 Hours,8GB,DDR4,64GB,eMMC,Compact,HP,Light
B07K6X2319,59.99,Well,Traditional Laptops,,Intel,Chrome OS,,4GB,DDR3,16GB,SSD,Compact,Dell,Light
B07K8JJWJV,640.02,Well,Traditional Laptops,Onyx Black,NVIDIA,Windows 10 Home,,12GB,DDR4,1000GB,HDD,Normal,Lenovo,Heavy
B07K8T4SG1,680.0,Decent,Traditional Laptops,,AMD,Windows 10,5 Hours,4GB,DDR4,500GB,HDD,Normal,Lenovo,Light
B07K9JH8CL,899.99,Well,Traditional Laptops,,NVIDIA,Windows 10,5 Hours,16GB,DDR4,256GB,HDD,Normal,Lenovo,Heavy
B07KDQW7Q1,498.0,Decent,Traditional Laptops,4G,Intel,Windows 10,5 Hours,4GB,,1TB,HDD,Normal,HP,Heavy
B07KFPYZNN,199.88,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,,8GB,DDR3,240GB,SSD,Normal,Dell,Heavy
B07KHK2NBR,649.88,Decent,2 in 1 Laptops,Silver,Intel,Windows 10,"9.0, 8.0, 6.0 Hours",8GB,DDR4,128GB,SSD,Compact,HP,Light
B07KHQGSHX,688.88,Decent,2 in 1 Laptops,Silver,Intel,Windows 10,,8GB,DDR4,128GB,HDD,Compact,HP,Light
B07KJX74NH,231.0,Highly,Traditional Laptops,Silver,Intel,Chrome OS,,4GB,DDR4,32GB,SSD,Normal,Samsung,Light
B07KM1CXH6,161.41,Decent,Traditional Laptops,Grey,Intel,Windows 10,,4GB,DDR3,160GB,HDD,Compact,Dell,Heavy
B07KML89F3,1099.99,Highly,Traditional Laptops,Black,NVIDIA,Windows 10,7 Hours,16GB,DDR4,256GB,SSD,Normal,Acer,Heavy
B07KMXFQKP,959.4,Highly,Traditional Laptops,Quartz Grey,Intel,Windows 10,,16GB,DDR3,512GB,SSD,Compact,ASUS,Light
B07KMYFFD2,1069.0,Decent,Traditional Laptops,,Intel,Windows 10 Home,,8GB,DDR4,1TB,HDD,Huge,ASUS,Heavy
B07KNLVRJ2,389.0,Highly,Traditional Laptops,Silver,Intel,Windows 10,,8GB,,1TB,SSD,Compact,HP,Heavy
B07KPRGHBQ,199.99,Highly,Traditional Laptops,Black,Intel,Chrome OS,11 Hours,4GB,DDR3,16GB,SSD,Compact,Samsung,Light
B07KQXHP4M,830.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 10,7.5 Hours,8GB,,1TB,HDD,Normal,HP,Heavy
B07KRZBC2C,348.0,Decent,Traditional Laptops,,Intel,Chrome OS,,2GB,DDR3,16GB,eMMC,Compact,Sumsung,Light
B07KVFTVHX,545.0,Highly,Traditional Laptops,Black,Intel,Windows 10,,8GB,,128GB,SSD,Normal,Dell,Light
B07KY83DPV,599.0,Highly,Traditional Laptops,Gray,Intel,Windows 10 Home,2.5 Hours,4GB,DDR4,128GB,SSD,Compact,Dell,Light
B07L1253JN,219.94,Highly,Traditional Laptops,Black,Intel,Windows 10,,16GB,DDR4,512GB,SSD,Compact,Dell,Light
B07L1CN3NZ,600.99,Decent,Traditional Laptops,,Intel,Windows 10,,8GB,DDR4,256GB,SSD,,Acer,Light
B07L1JVWZQ,389.0,Highly,2 in 1 Laptops,,Intel,Chrome OS,,4GB,DDR4,128GB,SSD,Normal,ASUS,Light
B07L2SCRPC,1099.99,Decent,Traditional Laptops,Silver,Intel,Windows 10,,12GB,,1TB,HDD,Normal,Dell,Heavy
B07L3LJKKV,1699.99,Well,2 in 1 Laptops,Poseidon Blue,Intel,Windows 10,22.5 Hours,8GB,DDR4,512GB,SSD,Compact,HP,Light
B07L3Y7DS8,89.99,Decent,2 in 1 Laptops,,Intel,Chrome OS,,4GB,DDR4,32GB,eMMC,Compact,Dell,Light
B07L52DDDQ,184.0,Highly,Traditional Laptops,Black,AMD,Chrome OS,,4GB,DDR2,32GB,SSD,Compact,HP,Heavy
B07L6VD4XB,698.0,Well,Traditional Laptops,Silver,Intel,Windows 10,,20GB,DDR4,1TB,HDD,Normal,Dell,Heavy
B07L91JGQ3,177.99,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR3L,256GB,SSD,Compact,Dell,Heavy
B07LCV2JC4,196.47,Decent,Traditional Laptops,Silver/Black,Intel,Windows 10 Pro,5 Hours,8GB,,320GB,HDD,Compact,Dell,Heavy
B07LDF5YX3,319.63,Highly,2 in 1 Laptops,grey,Intel,Chrome OS,1 days,4GB,,128GB,HDD,Compact,Dell,Heavy
B07LDQCCHG,299.99,Decent,Traditional Laptops,Grey,Intel,Chrome OS,12 Hours,4GB,DDR4,32GB,SSD,Compact,Acer,Light
B07LDVX6R6,367.99,Highly,2 in 1 Laptops,Silver,Intel,Windows 10 Home,,8GB,,256GB,SSD,Compact,Dell,Light
B0886JS35F,219.0,Highly,Traditional Laptops,Royal Blue,Intel,Windows 10 Home,12 Hours,4GB,DDR3L,32GB,HDD,Compact,HP,Light
B07M747WMJ,789.95,Well,Traditional Laptops,Black,Intel,Windows 11,"8.0, 6.0 Hours",8GB,DDR4,128GB,HDD,Compact,6 Goodlife623,Light
B07M9WQN18,169.99,Highly,Traditional Laptops,Gray,Intel,Chrome OS,10 Hours,4GB,,16GB,eMMC,Compact,HP,Light
B07MDDNCH2,1795.0,Decent,Traditional Laptops,Gunmetal Gray/Black,NVIDIA,Windows 10 Home,,16GB,DDR4,512GB,HDD,Normal,ASUS,Heavy
B07MG8LCY5,69.95,Decent,Traditional Laptops,,Intel,Chrome OS,5 Hours,16GB,DDR4,,eMMC,Compact,HP,Light
B07MGT236W,259.0,Highly,Traditional Laptops,Blue,Intel® UHD Graphics 600,Windows 10 Home,10 Hours,4GB,DDR4,32GB,eMMC,Compact,ASUS,Light
B07MJVCP63,211.0,Highly,Traditional Laptops,Grey,Intel,Chrome OS,10 Hours,4GB,DDR4,32GB,SSD,Compact,HP,Light
B07MPCR2GZ,479.0,Highly,Traditional Laptops,Silver,Intel,Windows 10 Home,12 Hours,8GB,DDR4,256GB,SSD,Compact,Acer,Light
B07MRWRHGC,749.0,Decent,Traditional Laptops,Silver,NVIDIA,Windows 10 Home,12 Hours,8GB,DDR4,256GB,SSD,,Acer,Heavy
B07MTV25N8,235.0,Highly,Traditional Laptops,Black,Samsung,Chrome OS,11 Hours,4GB,DDR3,64GB,SSD,Compact,Samsung,Light
B07MVK7PYR,2199.0,Well,Traditional Laptops,Black,NVIDIA,Windows 10,,32GB,DDR4,512GB,SSD,Normal,ASUS,Heavy
B07MWFZRNP,210.0,Decent,Traditional Laptops,,Apple,Mac OS,,4GB,,,,Compact,Apple,Heavy
B07MWJ9NJV,219.0,Decent,Traditional Laptops,Silver,Intel,MacOS 10.13,,4GB,DDR4,64GB,HDD,Compact,Apple,Light
B07MWS1XLY,178.97,Well,Traditional Laptops,Black,Intel,Windows 10 Pro,12.5 Hours,8GB,DDR4,256GB,SSD,Compact,Lenovo,Light
B07N1SMD14,170.71,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,,8GB,DDR3,128GB,SSD,Compact,Lenovo,Light
B07N6S4SY1,189.95,Highly,Traditional Laptops,Black,Intel,Windows 10 S,10 Hours,4GB,DDR4,64GB,HDD,Compact,Carlisle Paddles,Light
B07N79NPSQ,239.0,Decent,Traditional Laptops,,Intel,Windows 10,8 Hours,2GB,,32GB,eMMC,Compact,Lenovo,Light
B07N8RMZSB,2299.0,Decent,Traditional Laptops,Black,NVIDIA,Windows 10 Home,,16GB,DDR4,1000GB,HDD,Huge,ASUS,Heavy
B07N8XQMVC,1160.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 10 Home,7 Hours,16GB,DDR4,256GB,SSD,Normal,Acer,Heavy
B07NB211TL,321.24,Highly,2 in 1 Laptops,Silver,Intel,Chrome OS,12 Hours,4GB,DDR4,32GB,HDD,Compact,ASUS,Light
B07NBKMZKG,293.43,Decent,Traditional Laptops,Silver,,Windows 10,,8GB,DDR4,512GB,SSD,Compact,HP,Light
B07NFTX2C4,1649.99,Decent,Traditional Laptops,Gray,NVIDIA,Windows 10 Home,2.5 Hours,8GB,DDR3L,512GB,SSD,Compact,Huawei,Light
B07NGHQFNQ,1099.0,Decent,Traditional Laptops,Dark Silver,Intel,Windows 10 Home,5 Hours,16GB,DDR4,256GB,SSD,Compact,Lg,Light
B07NGNTT5J,499.99,Decent,Traditional Laptops,Gray,Intel,Windows 10 Home,,8GB,DDR4,256GB,SSD,Compact,Lenovo,Light
B07NPKHH36,189.99,Highly,Traditional Laptops,Black,Intel,Chrome OS,10 Hours,16GB,DDR3,16GB,SSD,Compact,Lenovo,Light
B07NQ5KPKG,344.0,Highly,Traditional Laptops,"Silver,Black",,Chrome OS,,,,,,Normal,Acer,
B07NV1WJ3P,253.53,Highly,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,,500GB,HDD,Compact,HP,Light
B07P4LFDT7,344.99,Highly,2 in 1 Laptops,Grey,Intel,Windows 10 Home,42 Watt Hours,4GB,DDR4,128GB,SSD,Compact,Dell,Light
B07P4QM4XS,699.0,Highly,Traditional Laptops,"Silver Blue,",Intel,Windows 10 Home,10 Hours,8GB,DDR3L,512GB,SSD,Compact,ASUS,Light
B07P5RM8KB,649.0,Highly,Traditional Laptops,Dark Orchid,Intel,Windows 10,8.5 Hours,8GB,DDR4,128GB,SSD,Normal,Lenovo,Light
B07P793MLJ,563.91,Highly,Traditional Laptops,Silver,AMD,MacOS 10.14 Mojave,10 Hours,8GB,DDR3,512GB,SSD,Compact,Apple,Light
B07P871JKH,1100.0,Decent,Traditional Laptops,Dark Ash Silver,Intel,Windows 10,7 Hours,16GB,DDR4,512GB,SSD,Compact,HP,Light
B07P8C1PWY,184.99,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,16GB,,256GB,SSD,Compact,Dell,
B07PFYMGB7,1899.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 10 Home,1 days,16GB,DDR4,256GB,HDD,Normal,ASUS,Heavy
B07PHCGLZD,839.99,Decent,Traditional Laptops,Natural Silver,Intel,Windows 10,9 Hours,20GB,DDR4,2TB,HDD,Huge,HP,Heavy
B088T671HD,376.0,Highly,Traditional Laptops,Blue,AMD,Windows 10,7.5 Hours,8GB,,256GB,SSD,Normal,Lenovo,Heavy
B07PHLJNCZ,312.98,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,16GB,,512GB,SSD,Normal,Dell,Heavy
B07PHM3934,299.0,Decent,Traditional Laptops,,AMD,Windows 10,,4GB,DDR4,500GB,HDD,Compact,ASUS,Light
B07PJLN41W,359.0,Well,Traditional Laptops,,Intel,Windows 10 Pro,,16GB,DDR3,256GB,SSD,Normal,HP,Heavy
B07PVXL6BZ,619.9,Well,Traditional Laptops,,Intel,Windows 10 Home,,8GB,,1TB,HDD,Huge,Lenovo,Heavy
B07PWKBMDM,179.0,Decent,Traditional Laptops,,,Windows 10,,,,,,Normal,ASUS,
