parent_asin,title,main_category,categories,details,price,average_rating,rating_number,spec_keys_found,spec_keys
B0BZYV897D,"Lenovo 2020 ThinkPad E15 15.6"" FHD Full HD (1920x1080) Business Laptop (Intel 10th Quad Core i5-10210U, 32GB DDR4 RAM, 1TB SSD) Type-C, HDMI, Windows 10 Pro + HDMI Cable",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""32 GB DDR4"", ""Brand"": ""Lenovo"", ""Color"": ""Gray"", ""Series"": ""ThinkPad E15"", ""Voltage"": ""5 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i5"", ""Processor"": ""1.7 GHz core_i5"", ""Hard Drive"": ""1 TB SSD"", ""Model Name"": ""ThinkPad E15"", ""Item Weight"": ""3.92 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""1.8 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti-glare"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 11 Pro"", ""Best Sellers Rank"": {""Computers & Accessories"": 41288, ""Traditional Laptop Computers"": 7676}, ""Flash Memory Size"": ""1 TB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""ThinkPad E15"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""14.48 x 9.64 x 0.74 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""March 25, 2020"", ""Graphics Coprocessor"": ""Intel UHD Graphics 620"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""14.48 x 9.64 x 0.74 inches"", ""Rear Webcam Resolution"": ""1.2 MP"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""4"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""32 GB"", ""Standing screen display size"": ""15.6 Inches""}",929.99,4.3,167,19,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0C1ZBTSHX,"EooCoo Compatible with MacBook Pro 13 inch Case 2023 2022 M2 2021-2016 M1 A2338 A2289 A2251 A2159 A1989 A1706 A1708 Protective Hard Case with Keyboard Cover, Screen Protector - Airy Blue",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Hard Shell Cases""]","{""Brand"": ""EooCoo"", ""Color"": ""Airy Blue"", ""Shell Type"": ""Hard"", ""Form Factor"": ""Cover"", ""Item Weight"": ""11.7 ounces"", ""Manufacturer"": ""EooCoo"", ""Best Sellers Rank"": {""Laptop Hard Shell Cases"": 1960}, ""Compatible Devices"": ""Laptops"", ""Package Dimensions"": ""12.36 x 8.62 x 0.83 inches"", ""Date First Available"": ""July 7, 2022"", ""Standing screen display size"": ""13 Inches""}",14.99,4.3,3328,1,Standing screen display size
B0C27VCLLC,ZOEGAA MacBook Pro 14 Inch Screen Protector 2021-2023 Eye Care Anti Blue Light & Anti Glare Screen Protector - Compatible with MacBook Pro 14.2 Inch M1 Pro/M1 Max / M2 Pro/M2 Max Chip（A2442/A2779）,Cell Phones & Accessories,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Screen Protectors""]","{""Brand"": ""ZOEGAA"", ""Color"": ""Blue"", ""Material"": ""Silicone"", ""Unit Count"": ""1.0 Count"", ""Finish Type"": ""Matte"", ""Form Factor"": ""14.2 inch"", ""Item Weight"": ""5 ounces"", ""Screen Size"": ""14 Inches"", ""Manufacturer"": ""ZOEGAA"", ""Item Hardness"": ""3H"", ""Number of Items"": ""1"", ""Special Feature"": ""Anti-Glare"", ""Special features"": ""Anti-Glare"", ""Best Sellers Rank"": {""Computers & Accessories"": 7607, ""Laptop Screen Protectors"": 106}, ""Item model number"": ""MacBook Pro 14.2 inch M1 Pro"", ""Compatible Devices"": ""Tablet"", ""Product Dimensions"": ""0.2 x 0.2 x 0.2 inches"", ""Date First Available"": ""October 29, 2021"", ""Other display features"": ""Wireless"", ""Screen Surface Description"": ""Glossy""}",21.77,4.4,44,1,Screen Size
B0C2BTJKK5,"ECOHERO 2023 Laptop, AMD Ryzen 7 3700U, 8GB DDR4/256GB NVMe SSD, 15.6"" 1920x1080 FHD IPS Display, Windows 11 laptops Computers, Ethernet Port, Backlit Keyboard, Support Type-C PD 3.0 Charging",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""DDR4"", ""Brand"": ""ECOHERO"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Ryzen 7 3700U"", ""CPU Speed"": ""2.3 GHz"", ""Processor"": ""2.3 GHz ryzen_7_3700u"", ""Hard Drive"": ""256 GB SSD"", ""Item Weight"": ""5.68 pounds"", ""Screen Size"": ""15.6 Inches"", ""Chipset Brand"": ""AMD"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""AMD"", ""Special Feature"": ""Backlit Keyboard"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 11"", ""Best Sellers Rank"": {""Computers & Accessories"": 25837, ""Traditional Laptop Computers"": 4395}, ""Hardware Platform"": ""PC"", ""Item model number"": ""Delta"", ""Product Dimensions"": ""10.77 x 6.96 x 0.3 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""February 13, 2023"", ""Graphics Coprocessor"": ""AMD Radeon Vega 3"", ""Hard Drive Interface"": ""ATA"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""10.77 x 6.96 x 0.3 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""15.6 Inches""}",338.0,4.0,48,15,"Standing screen display size, CPU Speed, Graphics Coprocessor, RAM, Batteries"
B00EX29IKY,"PcProfessional Screen Protector for HP15.6"" ENVY Anti Glare Anti Scratch filter radiation+ high quality microfiber cloth",Cell Phones & Accessories,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Screen Protectors""]","{""Brand"": ""PcProfessional"", ""Material"": ""Polycarbonate"", ""Unit Count"": ""1.0 Count"", ""Finish Type"": ""Matte"", ""Item Weight"": ""8 ounces"", ""Screen Size"": ""15.6 Inches"", ""Manufacturer"": ""PcProfessional"", ""Number of Items"": ""1"", ""Special Feature"": ""Anti Glare, Scratch Resistant"", ""Special features"": ""Anti Glare, Scratch Resistant"", ""Item model number"": ""3336408"", ""Compatible Devices"": ""Laptop"", ""Product Dimensions"": ""14 x 12.5 x 0.2 inches"", ""Date First Available"": ""September 1, 2013"", ""Screen Surface Description"": ""Matte""}",,4.0,89,1,Screen Size
B0C2KKYW5G,"ALLDOCUBE Windows 11 Tablet 10.5 Inch with Keyboard, 2 in 1 Laptop Detachable Touchscreen, Intel Celeron N4120, 8GB RAM, 128GB SSD, 10.5"" FHD IPS 1920x1280, 2.4G+5G WiFi, Bluetooth, Type C, HDMI",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""2 in 1 Laptops""]","{""RAM"": ""LPDDR4"", ""Brand"": ""ALLDOCUBE"", ""Color"": ""Gray"", ""Series"": ""iwork 20 pro"", ""Batteries"": ""2 Lithium Polymer batteries required. (included)"", ""Processor"": ""2.6 GHz celeron"", ""Hard Drive"": ""SSD"", ""Model Name"": ""iwork 20 pro"", ""Item Weight"": ""3.41 pounds"", ""Screen Size"": ""10.5 Inches"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11n, 802.11b, 802.11ac, 802.11g"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 11"", ""Best Sellers Rank"": {""2"": 154, ""Computers & Accessories"": 15639}, ""Flash Memory Size"": ""128 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""iwork 20 pro"", ""Screen Resolution"": ""1920x1280"", ""Optical Drive Type"": ""BD-R"", ""Product Dimensions"": ""10.3 x 7.08 x 0.37 inches"", ""Date First Available"": ""October 27, 2022"", ""Graphics Coprocessor"": ""Intel UHD Graphics 600"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920x1280 Pixels"", ""Item Dimensions  LxWxH"": ""10.3 x 7.08 x 0.37 inches"", ""Rear Webcam Resolution"": ""5 MP"", ""Memory Storage Capacity"": ""8 GB"", ""Number of USB 3.0 Ports"": ""2"", ""Display Resolution Maximum"": ""1920x1280 Pixels"", ""Standing screen display size"": ""10.5 Inches"", ""Average Battery Life (in hours)"": ""6 Hours""}",299.99,4.0,343,14,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Number of USB 3.0 Ports"
B0C2QZHQM2,"HP 17-cp0000 17-cp0035cl 17.3"" Touchscreen Notebook, AMD Ryzen 5500U, Windows 11 Home, 12GB RAM, 1 TB HDD, Natural Silver (50U26UAR#ABA) (Renewed)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""12 GB DDR4"", ""Brand"": ""HP"", ""Color"": ""Silver"", ""Series"": ""50U26UAR#ABA"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""AMD Ryzen 5 5500U"", ""Processor"": ""4 GHz amd_ryzen_5_5500u"", ""Hard Drive"": ""1000 GB HDD"", ""Model Name"": ""50U26UAR#ABA"", ""Item Weight"": ""4.56 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""2666 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""Bluetooth, 802.11a"", ""Hard Disk Size"": ""1000 GB"", ""Processor Brand"": ""AMD"", ""Card Description"": ""Radeon Graphics"", ""Operating System"": ""Windows 11 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 4353, ""Traditional Laptop Computers"": 551, ""Climate Pledge Friendly: Computers"": 1027}, ""Flash Memory Size"": ""1 TB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""17-cp0035cl"", ""Screen Resolution"": ""1600 x 900 pixels"", ""Product Dimensions"": ""15.77 x 0.8 x 10.14 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""April 22, 2022"", ""Graphics Coprocessor"": ""Radeon Graphics"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1600 x 900 Pixels"", ""Item Dimensions  LxWxH"": ""15.77 x 0.8 x 10.14 inches"", ""Rear Webcam Resolution"": ""1 MP"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Radeon Graphics"", ""Ram Memory Installed Size"": ""12 GB"", ""Standing screen display size"": ""17.3 Inches"", ""Average Battery Life (in hours)"": ""5 Hours""}",414.02,4.0,51,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0C2YKLG3Y,"MSI GE76 Raider 17.3"" 144Hz (Intel 12th Gen i7-12700H (Beat i9 11980HK), GeForce RTX 3060 6GB 140W, 32GB DDR5 RAM, 1TB PCIe SSD) FHD Thin Bezel Gaming Laptop, Thunderbolt 4, RGB Backlit, Win 11 Home",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""32 GB DDR5"", ""Brand"": ""Ist computers"", ""Color"": ""I7-12700H"", ""Series"": ""MSI GE76 Raider"", ""CPU Model"": ""Core i7"", ""Processor"": ""2.3 GHz core_i7"", ""Hard Drive"": ""1 TB SSD"", ""Model Name"": ""MSI GE76 Raider"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""4800 MHz"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""Bluetooth, 802.11ax"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""HD Audio, Backlit Keyboard, Numeric Keypad"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 11 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 56399, ""Traditional Laptop Computers"": 10394}, ""Hardware Platform"": ""PC"", ""Item model number"": ""MSI GE76 Raider"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""15.63 x 1.02 x 11.18 inches"", ""Computer Memory Type"": ""DDR5 RAM"", ""Date First Available"": ""September 22, 2022"", ""Graphics Coprocessor"": ""NVIDIA GeForce RTX 3060"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""14"", ""Max Screen Resolution"": ""1920x1080 Pixels"", ""Graphics Card Ram Size"": ""6.00"", ""Item Dimensions  LxWxH"": ""15.63 x 1.02 x 11.18 inches"", ""Number of USB 3.0 Ports"": ""5"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""32 GB"", ""Standing screen display size"": ""17.3 Inches""}",1599.99,4.5,25,17,"Standing screen display size, Graphics Coprocessor, RAM, Graphics Card Description, Hard Drive Interface"
B0BX3VK1Z6,"Lenovo Chromebook Flex 5 13"" Laptop, FHD Touch Display, Intel Core i3-10110U, 4GB RAM, 64GB Storage, Chrome OS",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""2 in 1 Laptops""]","{""RAM"": ""4 GB DDR4"", ""Brand"": ""Lenovo"", ""Color"": ""Graphite Grey"", ""Series"": ""ChromeBook Flex 5"", ""Voltage"": ""5 Volts"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""Core i3-10110U"", ""CPU Speed"": ""2.1 GHz"", ""Processor"": ""2.1 GHz core_i3_10110u"", ""Hard Drive"": ""64 GB SSD"", ""Model Name"": ""ChromeBook Flex 5"", ""Item Weight"": ""2.97 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""2400 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ax"", ""Hard Disk Size"": ""64 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Chrome OS"", ""Best Sellers Rank"": {""2"": 21, ""Computers & Accessories"": 2381}, ""Flash Memory Size"": ""64"", ""Hardware Platform"": ""Chrome"", ""Item model number"": ""82B80006UX"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""12.2 x 8.43 x 0.67 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""March 18, 2020"", ""Graphics Coprocessor"": ""Intel Integrated Graphics"", ""Hard Drive Interface"": ""USB"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""12.2 x 8.43 x 0.67 inches"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Standing screen display size"": ""13.3 Inches"", ""Average Battery Life (in hours)"": ""10 Hours""}",344.97,4.4,4838,19,"Standing screen display size, CPU Speed, Graphics Coprocessor, RAM, Batteries"
B0C3L7ZNBG,"HP EliteBook 840 G3 14-inch Laptop, Core i7-6600U 2.6GHz, 16GB RAM, 1TB Solid State Drive M.2 NVMe, Windows 10 Pro 64Bit, CAM, Touch, (Renewed)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB"", ""Brand"": ""HP"", ""Series"": ""HP EliteBook 840 G3"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7"", ""CPU Speed"": ""2.6 GHz"", ""Processor"": ""2.6 GHz core_i7"", ""Hard Drive"": ""1000 GB SSD"", ""Model Name"": ""HP EliteBook 840 G3"", ""Item Weight"": ""5.09 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""2.6 GHz"", ""Hard Disk Size"": ""1000 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Pro"", ""Best Sellers Rank"": {""Computers & Accessories"": 18881, ""Traditional Laptop Computers"": 2893, ""Climate Pledge Friendly: Computers"": 2464}, ""Flash Memory Size"": ""1 TB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""HP EliteBook 840 G3"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""12.67 x 8.72 x 0.78 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""October 2, 2019"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""12.67 x 8.72 x 0.78 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""16 GB"", ""Standing screen display size"": ""14 Inches""}",372.96,3.2,8,17,"Standing screen display size, CPU Speed, Graphics Coprocessor, RAM, Batteries"
B0C3L3HHF6,40WH XCMRD Laptop Battery Compatible with Dell Inspiron 15 3000 Series 15-3537 15-3542 15-3543 15-3541 15-3521 15-3531 i3531 i3542-6000bk 17 3721 3737 17R-5737 15R 5537 5521 14 3421 5421 P28F V8VNT,All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""UOROLBMY"", ""Batteries"": ""1 Lithium Ion batteries required."", ""Item Weight"": ""9.1 ounces"", ""Manufacturer"": ""DongGuan Simer Electronics Co., LTD"", ""Best Sellers Rank"": {""Electronics"": 76416, ""Laptop Batteries"": 1164}, ""Country of Origin"": ""China"", ""Item model number"": ""XCMRD"", ""Product Dimensions"": ""142.32 x 35.04 x 16.08 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required."", ""Date First Available"": ""October 11, 2021"", ""Compatible Phone Models"": ""XCMRD"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop""}",21.49,3.9,47,1,Batteries
B00Q860T0G,Acer Aspire E 11 11.6-Inch Laptop 2GB 250GB Windows 8.1 INTEL cpu With HDMI Bluetooth Webcam / ES1-111M-C7DE,Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""2 GB DDR3"", ""Brand"": ""Acer"", ""Color"": ""Diamond Black"", ""Series"": ""Aspire ES1-111M-C7DE"", ""CPU Model"": ""Celeron"", ""Processor"": ""celeron"", ""Hard Drive"": ""250 GB"", ""Item Weight"": ""4.2 pounds"", ""Screen Size"": ""11.6 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""250 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8"", ""Hardware Platform"": ""PC"", ""Item model number"": ""NX.MSNAA.001"", ""Package Dimensions"": ""15.5 x 9.5 x 3.1 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""November 27, 2014"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Ram Memory Installed Size"": ""2 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""5 Hours""}",,3.0,24,12,"Standing screen display size, Graphics Coprocessor, RAM, Computer Memory Type, Processor"
B0792LZHM7,"Dell Latitude 7000 7280 Business Ultrabook: 12.5in (1366x768), Intel Core i7-7600U, 256GB SSD, 16GB DDR4, Webcam, Windows 10 Professional 64-Bit (Renewed)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB"", ""Brand"": ""Dell"", ""Color"": ""Black"", ""Series"": ""Dell Latitude"", ""Voltage"": ""120 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7"", ""Processor"": ""2.8 GHz core_i7"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Dell Latitude"", ""Item Weight"": ""2.65 pounds"", ""Screen Size"": ""12.5 Inches"", ""Memory Speed"": ""3.9 GHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Pro"", ""Best Sellers Rank"": {""Computers & Accessories"": 37287, ""Traditional Laptop Computers"": 6815, ""Climate Pledge Friendly: Computers"": 3841}, ""Flash Memory Size"": ""256 GB"", ""Item model number"": ""Latitude 7280"", ""Product Dimensions"": ""12 x 8.19 x 0.68 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""January 16, 2018"", ""Graphics Coprocessor"": ""Intel HD Graphics 620"", ""Hard Drive Interface"": ""USB"", ""Number of Processors"": ""2"", ""Item Dimensions  LxWxH"": ""12 x 8.19 x 0.68 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""16 GB"", ""Standing screen display size"": ""12.5 Inches""}",239.99,4.3,72,16,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0C46S9F7X,"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR4"", ""Brand"": ""ASUS"", ""Color"": ""Black"", ""Series"": ""L510MA-DS04"", ""Voltage"": ""5 Volts"", ""Batteries"": ""1 Lithium Metal batteries required. (included)"", ""CPU Model"": ""Celeron N4020"", ""Processor"": ""1.1 GHz celeron_n4020"", ""Hard Drive"": ""128 GB Emmc"", ""Model Name"": ""L510MA-DS04"", ""Item Weight"": ""3.59 pounds"", ""Screen Size"": ""15.6"", ""Memory Speed"": ""2.8 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11n, 802.11ac"", ""Hard Disk Size"": ""128 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 11 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 2111, ""Traditional Laptop Computers"": 242}, ""Flash Memory Size"": ""128"", ""Hardware Platform"": ""PC"", ""Item model number"": ""L510MA-DS04"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""14.18 x 9.31 x 0.71 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""February 24, 2021"", ""Graphics Coprocessor"": ""Intel UHD Graphics 600"", ""Hard Drive Interface"": ""eSATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1920 x 1080"", ""Item Dimensions  LxWxH"": ""14.18 x 9.31 x 0.71 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Standing screen display size"": ""15.6"", ""Average Battery Life (in hours)"": ""10 Hours""}",249.99,4.2,1655,17,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
