parent_asin,title,main_category,confidence,reason,brands,laptop_keywords,spec_types
B08NK4C48Q,"Monitor Stand Riser (Hide Full Size Keyboard), ABPBP Wood TV PC Desktop Computer Monitor Screen Riser for Desk, Ergonomic Laptop Printer Stand TV Shelf (Tool-Free Assembly) (Black Walnut)",Office Products,high,Laptop keyword: laptop,N/A,laptop,N/A
B078X97WZ5,"COMSOON Laptop Stand, Aluminum Ventilated Computer Holder, Ergonomic Adjustable Lightweight Notebook Riser for MacBook Air Pro, Dell XPS, More 10-17 inches Laptops, Tablet, iPad, Grey",Office Products,high,Laptop keyword: laptop,"dell, macbook","laptop, notebook, macbook",N/A
B0844G25KN,"Acer Aspire TC-865-UR13 Desktop, 9th Gen Intel Core i3-9100, 8GB DDR4, 1TB 7200RPM HDD, 8X DVD, 802.11ac WiFi, USB 3.1 Type C, Windows 10 Home",Computers,medium-high,"Brand (acer) + Specs (cpu, os, ram)",acer,N/A,"cpu, os, ram"
B0B8HQ9KN4,"SARHLIO Grey Laptop Backpack Fashion Casual Lightweight Waterproof Backpack with USB Charging Port Fits 13"" 14"" 15.6"" Laptop Daypack for College Travel Business(BPA02)",,high,Laptop keyword: laptop,N/A,laptop,N/A
B0051IA9RA,"Dust Pump Clean & Remove Dust From Keyboard, Computer, PC, Laptop, Camera, Jewelry, Monitor, Printer, Desktop, Green",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B00JXLF5A2,DMDFJY Adapter Headphone Jack AUX Audio 3.5mm Dongle Earphone Convertor Connector 2 in 1 Accessories Cable Headset Adaptor Music Replacement for Phone7/7Plus/8/8Plus/X iOS10.3/11 or Later,Cell Phones & Accessories,high,Laptop keyword: 2 in 1,N/A,2 in 1,N/A
B07MDK6C5Z,Padarsey Universal 12.7mm SATA to SATA 2nd SSD HDD Hard Drive Caddy Adapter Tray Enclosures Compatible with DELL HP Lenovo ThinkPad ACER Gateway ASUS Sony Samsung MSI Laptop,All Electronics,high,Laptop keyword: laptop,"dell, hp, lenovo, asus, acer, samsung, sony, msi, thinkpad, gateway","laptop, thinkpad",storage
B08223WG45,"M5Y1K Laptop Battery 14.8V 40Wh for Dell Inspiron 5559 5558 5555 5566 3567 3521 5759 5758 3458 3451 3452 5755 3552 3551 5458 5552 5545 3565 3467,14 15 17 3000 5000 Series, Vostro 3458 3558,P51F GXVJ3",All Electronics,high,Laptop keyword: laptop,"dell, inspiron",laptop,N/A
B01IX10MUK,"2016 Lenovo 110-15IBR 15.6"" 1366x768 Widescreen LED Laptop, Intel Celeron Processor N3060 1.6 GHz, 4GB RAM, 500GB HDD, DVD-RW, Wireless-AC, Bluetooth, HDMI, Windows 10",Computers,high,Laptop keyword: laptop,lenovo,laptop,"storage, cpu, os, ram"
B00COQITCO,Asus X502CA-RB01 16-Inch LED Notebook - Intel Celeron 1007U 1.50 GHz - Black,Computers,high,Laptop keyword: notebook,asus,notebook,cpu
B09X9NL3H6,"BIGASUO Portable Monitor, 15.6 Inch USB-C Laptop Monitor HDMI Computer Display HDR IPS Screen Gaming Monitor with Dual Speaker for Laptop PC PS4 MAC Phone Xbox Switch w/Smart Case",Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B07CJYHYVZ,"Cmple - 6FT FireWire 800 BETA 9-Pin/9-Pin - IEEE 1394b High Speed Firewire 9 Pin to 9 Pin Cable for MacBook Pro, PC Computer - 6 Feet Black",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B07T4JRN3N,4K PoE Security Camera System Hornbill 8MP Security Camera System Outdoor 4K Home Security System 8CH 4Pcs Wired IP Cameras with Night Vision 2TB Hard Drive,Camera & Photo,medium,"Multiple specs: screen, storage",N/A,N/A,"screen, storage"
B01LWM5BYF,"CHUWI HiBook Pro 10.1 inch Windows 10/Android 5.1 Dual Boot 2-in-1 Tablet PC,Ultra HD Full Laminated Display, Intel Cherry Trail Z8350 Quad-Core Processor, 4G RAM and 64GB ROM, Type-C and HDMI",Computers,high,Laptop keyword: 2-in-1,chuwi,2-in-1,"cpu, screen, os"
B08B8KB2RC,"MYMAHDI 10.1 inch Tablet, Quad-Core Processor, Android 9.0, 1280 x 800 IPS HD Display, 32GB Storage, Support Bluetooth, GPS, FM, WiFi for Portable Entertainment with Case, Black",Computers,medium,"Multiple specs: cpu, screen",N/A,N/A,"cpu, screen"
B08JV1JH2P,45W 20V 2.25A AC ADL45WCC Adapter Charger for Lenovo IdeaPad 510-15ISK 510-15IKB 110-14IBR 110-15ISK 110-15ACL Ideapad 110 510 710S Flex 4 5 Yoga 110-15ISK PA-1450-55LL Power Supply Cord,Cell Phones & Accessories,high,Laptop keyword: ideapad,"lenovo, ideapad",ideapad,N/A
B0BZ4PMPS3,"ACASIS Powered USB Hub,16 Ports USB 3.0 Data Hub, Individual On/Off Switches, 12V7.5A 90W Power Adapter, USB Hub 3.0 Splitter Extension for MacBook, Mac Pro/Mini, iMac, Surface Pro Laptop/PC",All Electronics,high,Laptop keyword: laptop,"macbook, surface","laptop, macbook",N/A
B0C7LK71G4,"2 in 1 Dual Desk Clamp Power Strip with USB-C,Under Desk Power Strip Surge Protector 700J,11 Outlets,2 USB-C,2 USB-A,1 Switch,6ft Extension Cord,Standing Desk Edge Power Strip,Fit 1.96'' Tabletop",All Electronics,high,Laptop keyword: 2 in 1,N/A,2 in 1,N/A
B0BWDTY8KF,Yiracy 1TB USB Flash Drive Waterproof Shockproof Thumb Drive 1000GB USB 3.0 Jump Drive High Speed Pen Drive Metal Portable USB Drive with Keychain for Computer Laptop PC,Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B09N3F1Y8T,"Skybird USB C to 3.5mm Headphone Charger Adapter, 2-in-1 USB C to Aux Audio Jack Hi-Res DAC and PD 3.0 Fast Charging Dongle Cable Compatible with Pixel 4 3 XL, Galaxy S21 S20+ Plus Note 20 (Grey)",All Electronics,high,Laptop keyword: 2-in-1,N/A,2-in-1,N/A
B0747G5YKC,"leecoo Minimalist Laptop Stand Adjustable Perfect for Laptop/iPad/Notebook. Light Weight laptop support, Foldable, Portable, Stable,Adjustable Height Width & Angle.",Office Products,high,Laptop keyword: laptop,N/A,"laptop, notebook",N/A
B0B3RT1718,"USB C Docking Station Dual Monitor,12 in 1 Triple Display Thunderbolt 3/4 with 4K@60Hz HDMI and 100W Power Delivery ,Laptop Dock USB C Hub Adapter Dongle,Ethernet,USB3.0,3.5mm Audio,VGA,SD/TF",All Electronics,high,Laptop keyword: laptop,N/A,"laptop, 2 in 1",screen
B00L9RCQPA,Bargain Max Decals - Coffee Cup - Sticker Decal Notebook Car Laptop (Black),Computers,high,Laptop keyword: laptop,N/A,"laptop, notebook",N/A
B0BB7R5QQT,"USB C to USB Hub 4 Ports,MOGOOD USB C to USB Hub Multiport Adapter,USB C Splitter with USB 3.0 Port,USB Type C Docking Station for MacBook Pro/Air2020/2019,Surface Pro and More",All Electronics,high,Laptop keyword: macbook,"macbook, surface",macbook,N/A
B00WFJ185A,Caseling Neoprene Sleeve Pouch Case Bag for 11.6 Inch Laptop Computer. Designed to fit Any Laptop Notebook Ultrabook MacBook with Display Size 11.6 inches - Colorful,Computers,high,Laptop keyword: laptop,macbook,"laptop, notebook, ultrabook, macbook",screen
B07545NNST,"MOSISO Mens Messenger Bag 15.6 inch with Handle and Various Pockets, Canvas Laptop Shoulder Briefcase Bag Compatible with MacBook, Notebook, Ultrabook and Chromebook Computers, Olive Green",Computers,high,Laptop keyword: laptop,"chromebook, macbook","laptop, notebook, chromebook, ultrabook, macbook",screen
B0BSNML174,"Trio Portable Monitor for Laptop, 12.5"" Full HD IPS Display, for Dual Triple Laptop Monitor Screen, Dual-Side Sliding, USB A/Type-C Plug and Play Monitor for 13”-17” Laptops(1x 12.5 Monitor)",Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B00RGGR9OG,Leadleds USB Stick Light Dimmable Touch Switch LED White Light Lamp - 10 Super Bright Led Book Reading Lamp - for Laptop Computer PC,Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B09Z6S5TK8,"IFCASE Under Desk Laptop Mount, Metal Under Desk Shelf Holder for Laptop, Mac Mini, MacBook, Keyboard with Anti-Scratch Silicone (Black)",All Electronics,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B00JTEFORM,Blu-Ray Player External USB DVD RW Laptop Burner Drive,Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B002CZQ6WW,HP Pavilion DV4-1433US 14.1-Inch Laptop,Computers,high,Laptop keyword: laptop,"hp, pavilion",laptop,N/A
B092S1RV99,"HDMI Switch 4K@60hz HDMI Splitter, avedio links HDMI Switch 2 in 1 Out Aluminum Alloy Bi-Directional Switcher 2x1 / 1x2, Compatible with PS4, PS5, Xbox, Roku, Fire TV Stick (HDMI 2.0 Cable Included)",All Electronics,high,Laptop keyword: 2 in 1,N/A,2 in 1,screen
B07S66T3VT,"Projector, Artlii Stone Full HD 1080P Projector Support 4K, 7200L 300"" Home Theater Projector, 8000:1 Contrast Ratio Compatible w/HDMI, Laptop, PPT Presentation",All Electronics,high,Laptop keyword: laptop,N/A,laptop,screen
B0CBCB6XRF,"HP 14 Student Laptop, 14"" HD Screen, Cheap Notebook, Long Battery, 4GB RAM, 192GB Storage(64GB eMMC+128GB Micro SD), Quad-Core Intel Celeron N4120, UHD Graphics, WiFi, Jet Black, Windows 11 Home",Computers,high,Laptop keyword: laptop,hp,"laptop, notebook, student laptop","storage, cpu, os, ram"
B07KC9MZ2Y,"4K Mini DisplayPort to HDMI Adapter, Capshi Thunderbolt to HDMI Adapter [Smart,Aluminum Shell] Mini DisplayPort to HDMI for MacBook air /Pro,Surface Pro/Dock/Book, Monitor, HDTV,Projector, More - Red",Computers,high,Laptop keyword: macbook,"macbook, surface",macbook,screen
B00JPJJVRA,"Moshi iGlaze Hard Case for MacBook Pro Retina 13"" (2012-2015) (Champagne Pink)",Computers,high,Laptop keyword: macbook,macbook,macbook,screen
B00CA43EFW,"CMI N140BGE-L42/ N140BGE-Lb2 New 14.0"" Slim Laptop LED LCD Screen with Glossy Finish and HD Wxga 1366 X 768 Resolution (or Compatible Model)",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B01N23Y9Q4,BND AS10D31 Laptop Battery for Acer AS10D51 AS10D56 AS10D75 AS10D81 AS10D61 [6-Cell 4400mAh/49Wh],Computers,high,Laptop keyword: laptop,acer,laptop,N/A
B0C99CJ88N,"BiTECOOL Windows 11 Laptop, 15.6 inches Full HD IPS Display, Intel Celeron N4120 Quad Core, 12GB RAM and 256GB SSD Laptop Computer, 2.4/5G WiFi, BT4.2, Full Size Keyboard and Ultra Slim",Computers,high,Laptop keyword: laptop,N/A,laptop,"cpu, storage, ram, screen, os"
B01J8UBT5C,Amazon Basics Laptop Backpack (AB 103),Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B0B4BKVBW4,"GOKEDA Monitor Stand Riser, Metal Adjustable Height Desk Organizer Stand Compatible with Laptop, Computer, Display, iMac, TV, PC, Desktop and All-Screen Display for Office & Home (Up to 15KG)",Amazon Home,high,Laptop keyword: laptop,N/A,laptop,N/A
B000W8SSXQ,Sharp Aquos BDHP20U 1080p Blu-Ray Disc Player,All Electronics,medium-high,Brand (hp) + Specs (screen),hp,N/A,screen
B09KTX5XK2,"65W USB C Charger for Dell Laptop Charger Latitude 5420 7420 5520 5320 7320 7400 7410 7390 5290 5430 7330 7430 9430 Chromebook 3100 5190 2in1,XPS 13 Replacement Type C AC Adapter Power Cord",Computers,high,Laptop keyword: laptop,"dell, latitude, chromebook","laptop, chromebook",N/A
B09KNBL198,"Seedato Type C to Type C Cable, USB C to USB C Cable Fast Charging, Upgraded Durable USBC to USB C Fast Charging Cord Compatible for Samsung Galaxy S22 S21+ Ultra Note 20,Switch,MacBook Air iPad Pro",Computers,high,Laptop keyword: macbook,"samsung, macbook",macbook,N/A
B00XXZ0YCS,17.3 Sleeve Case Evecase 17.3-Inch Neoprene Padded Sleeve Pouch Bag w/ Accessory Pocket for Laptop / Gaming Laptop / Notebook / Ultrabook / Chromebook (Black and Blue Trim),Computers,high,Laptop keyword: laptop,chromebook,"laptop, notebook, chromebook, ultrabook, gaming laptop",N/A
B007NU14DW,Dell Wireless 370 Bluetooth Module P5560G Studio XPS Laptop 16 1647 1645 1340,Computers,high,Laptop keyword: laptop,dell,laptop,N/A
B0C6KVD2TT,"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",Computers,high,Laptop keyword: laptop,"dell, latitude",laptop,"storage, cpu, os, ram"
B07DSDL3B1,"SOSATCHEL Women Briefcase Laptop Messenger Shoulder Bag PU Leather Handbag Fit 15.6 Inch Notebook, Red",Computers,high,Laptop keyword: laptop,omen,"laptop, notebook",screen
B0BRN8LWDB,"Meiyuanda 360 Rotating Laptop Stand for Desk, Adjustable Computer Stand for Laptop Foldable Portable Laptop Riser Holder Compatible with MacBook/All 10-16"" Laptops, Grey",All Electronics,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B002DHKJTK,SAMSUNG P2570HD 24.6-Inch Full 1080p HDTV LCD Monitor - Black Rose,Computers,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B0CBKCNQKQ,"Wireless USB WiFi Adapter for PC - Nineplus 1200Mbps Dual 5Dbi Antennas 5G/2.4G WiFi Adapter for Desktop PC Laptop Windows11/10/8/8.1/7/Vista/XP, Wireless Adapter for Desktop Computer Network Adapters",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B0BKGSY378,"ACEMAGICIAN Mini PC, Ryzen 5 5600U, 16GB RAM 512GB SSD，Windows 11 Pro",Computers,medium,"Multiple specs: storage, os, ram",N/A,N/A,"storage, os, ram"
B0C597K4RX,"Klearlook Maximized Clarity! Monitor Stand Riser, Foldable Computer Monitor Stand, Adjustable Computer Stand Desk Organizer with Storage Drawer, Tablet Phone Stand for Laptop PC Printer (Black)",Office Products,high,Laptop keyword: laptop,N/A,laptop,N/A
B08B8486BD,"2 PACK 15.6 in Laptop Anti Blue Light Screen Protector - Blue Light Blocking & Anti Glare Filter Film Eye Protection for 15.6"" Display 16:9",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B09T6GX7MH,"SPARIN [2 Pack] Tempered Glass for Samsung Galaxy Tab S8 Ultra Screen Protector 5G 14.6 Inch 2022 (SM-X900/SM-X906), Alignment Tool/Case Friendly",Cell Phones & Accessories,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B0B2PL8NW3,"Double Din Apple CarPlay Car Stereo Radio with Android auto,7 inch Bluetooth Touchscreen Radio Support Phone Mirror Link FM Radio,Car Audio Receivers with Mic HD Backup Camera USB/TF Card Port/AUX-in",All Electronics,medium-high,Brand (apple) + Specs (screen),apple,N/A,screen
B07S6MSPGS,"Viozon Monitor and Laptop Mount, 2-in-1 Adjustable Dual Arm Desk Mounts Single Desk Arm Stand/Holder for 17 to 32 Inch LCD Computer Screens, Extra Tray Fits 12 to 17 inch Laptops (Black)",All Electronics,high,Laptop keyword: laptop,N/A,"laptop, 2-in-1",N/A
B0BQ1CQ3YR,"Plugable 11-in-1 USB-C Hub 100W USB-C Pass-Through, Driverless Laptop Docking Station Dual Monitor with 4K 60Hz HDMI, Compatible with Thunderbolt, USB-C Windows, Chromebooks, 1x USB-C, SD, Ethernet",All Electronics,high,Laptop keyword: laptop,chromebook,"laptop, chromebook",screen
B09JYV6QK9,"NetDot Magnetic Charging Cable, Gen10 Nylon Braided 2-in-1Magnetic Phone Charger Compatible with USB-C and Micro USB Devices (3.3ft/2 Pack Black)",Industrial & Scientific,high,Laptop keyword: 2-in-1,N/A,2-in-1,N/A
B08TM6132G,"BL Mini Wireless Keyboard Remote Control with Touchpad Mouse Combo, Backlit 2.4GHz Mini Keyboard Wireless USB Dongle Rechargeable Li-ion Battery for Android TV Box Smart TV PC PS3 Windows MacOS X-Box",Computers,medium-high,Brand (hp) + Specs (os),hp,N/A,os
B017GGKIRA,"Tree New Bee TBR-K16 Laptop Cooling Pad - Fits 14"" & Smaller laptops & notebooks - Strong & Durable ABS & Metal Mesh - Fits Easily on Your Lap or Any Flat Surface - Keeps Your Laptop Cool",Computers,high,Laptop keyword: laptop,surface,"laptop, notebook",N/A
B00HFSMHDI,TRIXES Black Metal Internal Mounting Kit for 2.5 Inch SSD Laptop Drives & 3.5 Inch Hard Disk Drives - Bracket for Hard Drive - High Performance Mounting Replacement for Hard Drive,Computers,high,Laptop keyword: laptop,N/A,laptop,storage
B072FRV68G,Sony KD70X690E 70-Inch 4K Ultra HD Smart LED TV (2017 Model),All Electronics,medium-high,Brand (sony) + Specs (screen),sony,N/A,screen
B01ELGL6LK,"Suriora Mouse Pad, Comfort Silica Gel Wrist Rest Support Mouse Pad for Computer Pc/Laptop （Black）",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B0094EK224,MegaGear MacBook Retina 15-Inch Screen Frame Anti - Glare Protector Film iVisor for Apple MacBook Pro 15.4-Inch with Retina Display A1398 for Retina Display Only MC975LL/A or MC976LL/A,Computers,high,Laptop keyword: macbook,"apple, macbook",macbook,screen
B0183D34GW,"OURLINK Wireless USB 1200Mbps USB WiFi USB 3.0 Dual Band (2.4GHz/300Mbps + 5.8GHz/867Mbps) 802.11ac/b/g/n WiFi Adapter PC/Desktop/Laptop, Support Windows 10/8.1/8/7, Mac OS 10.6-10.15",All Electronics,high,Laptop keyword: laptop,N/A,laptop,os
B081CVQF8G,919700-850 JC03 Laptop Battery for HP 15-bs 15-bw 17-bs Series 15-bs0xx 15-bs1xx 15-bs015dx 15-bs013dx 15-bs289wm 15-bs115dx 15-bs113dx 15-bw011dx 15-bw053od 15-bw032wm 919701-850 [11.1V 2800mAh 3Cell,All Electronics,high,Laptop keyword: laptop,hp,laptop,N/A
B00LU9Y3CG,"PcProfessional Screen Protector (Set of 2) for Dell Inspiron One 2350 23"" All-in-One Touchscreen Desktop Anti Glare Anti Scratch Filter Radiation Microfiber Cloth",Computers,medium-high,Brand (dell) + Specs (screen),"dell, inspiron",N/A,screen
B088RJLS32,"FW ZONE Webcam Full HD 1080P with Microphone, Auto Focus Webcam Camera for PC Laptop Desktop Mac Streaming Video Calling Recording Conferencing",All Electronics,high,Laptop keyword: laptop,N/A,laptop,screen
B08YJHLQTX,"WISELAZER Outdoor Projector 4K,Native1080P Ultra HD 7500L Home Movie Projectors,5G Wireless Portable Projector,Compatible with Tv Boxphone/Pc/Laptop(Black)",All Electronics,high,Laptop keyword: laptop,N/A,laptop,screen
B06XKCZZ5F,"iCozzier 11-11.6 Inch Handle Strap Laptop Sleeve Case Bag Protective Bag for 11"" Ultrabook/Notebook/MacBook-Grey",Office Products,high,Laptop keyword: laptop,macbook,"laptop, notebook, ultrabook, macbook",screen
B07MHTZQ2V,NATNO WDX0R Laptop Battery for Dell Inspiron 13-5000 13-7000 15-5000 15-7000 17-5000 Series 7378 7368 5368 5378 5379 7560 7569 7570 7579 5565 5567 5568 5578 5767 5765 [42Wh 11.4V 4Cell],All Electronics,high,Laptop keyword: laptop,"dell, inspiron",laptop,N/A
B073WBWB38,"Cateck Bluetooth Wireless Keypad, Wireless 23 Keys Numeric keypad Bluetooth Numeric Keyboard for Windows Laptop Desktop Computer PC, Black",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B07FCG46SQ,"Sicotool Aluminum USB C Hub Adapter Multiport Type C Combo Dock,HDMI and Mini DP Dual 4K Video Output,Ethernet Port,PD Charging,SD/TF Card Slots,2 USB 3.0 for MacBook Pro,Type C Laptops (Grey)",All Electronics,high,Laptop keyword: laptop,macbook,"laptop, macbook",screen
B075L8NTB7,HS04 HS03 Notebook Battery Replacement for HP Spare 807956-001 807957-001 HSTNN-LB6U HSTNN-LB6V HSTNN-DB7I 807611-421 807612-421 HP 240 250 255 256 G4 Series,All Electronics,high,Laptop keyword: notebook,hp,notebook,N/A
B07WDFCXSQ,Decal Stickers 50 PCS Tim Burton Film Laptop Sticker Waterproof Vinyl Stickers Car Sticker Motorcycle Bicycle Luggage Decal Graffiti Patches Skateboard Sticker (Tim Burton),"Arts, Crafts & Sewing",high,Laptop keyword: laptop,N/A,laptop,N/A
B008HHBI0E,"Kuzy - Rainbow Keyboard Cover Silicone Skin for MacBook Pro 13"" 15"" 17"" (with or w/Out Retina Display) iMac and MacBook Air 13"" - Rainbow",Computers,high,Laptop keyword: macbook,macbook,macbook,screen
B002FGUMBO,Panasonic HDC-TM20K High-Def Flash Memory Camcorder with 16GB Internal Memory and 8GB Memory Card (Black) (Discontinued by Manufacturer),Camera & Photo,medium-high,Brand (panasonic) + Specs (ram),panasonic,N/A,ram
B08722S7D7,"Android 10.0 Tablet PC, 10.1"" Quad-Core Tablet 4G LTE with Dual SIM, 2 in 1 Tablets with Keyboard Mouse,4GB RAM 64GB ROM/128GB Computer Tablets, HD/IPS, 8000mAh, WiFi Gaming Tablet",Computers,high,Laptop keyword: 2 in 1,N/A,2 in 1,ram
B09LMP45YJ,"PROVISION ISR Webcam – Web Camera with Speaker and Microphone [Upgraded 2022] – HD Webcam with Privacy Cover – Web Camera for Laptop or Computer – Compatible with Windows, Mac OS and Android",All Electronics,high,Laptop keyword: laptop,N/A,laptop,os
B00J2KGP6M,Samsung 4GB DDR3 Memory SO-DIMM 204pin PC3L-12800S 1600MHz M471B5273CH0-YK0,Computers,medium-high,Brand (samsung) + Specs (ram),samsung,N/A,ram
B085DST59K,"PULWTOP MacBook Pro/Air Docking Station, 12 in 1 Universal Laptop Docking Station Dual Monitor, Type C to HDMI, VGA, Ethernet, USB 3.0, SD/TF, PD 100W, Audio for Dell/HP/Lenovo USB C Docking Station",All Electronics,high,Laptop keyword: laptop,"dell, hp, lenovo, macbook","laptop, macbook, 2 in 1",N/A
B016A3BOBO,"FYY Genuine Leather Case for Apple iPad Pro 12.9 inch 2017/2015, Luxurious Genuine Leather Handmade Case Protective Cover Travel Sleeve Bag for iPad Pro 12.9 (Both 2017 and 2015 Models) Black",Computers,medium-high,Brand (apple) + Specs (screen),apple,N/A,screen
B0017M4EVQ,"Techorbit Replacement Battery for dell Laptop: Inspiron, D820, D830, D531, M65, 312-0393,312-0394,312-0402,451-10308,451-10309,451-10326,451-10327 (7200mah 11.1v 9 Cell Replacement Battery)",Computers,high,Laptop keyword: laptop,"dell, inspiron",laptop,N/A
B07QVCSBRR,"HDMI Audio Extractor, Vilcome 1080P HDMI to HDMI Audio Converter Adapter Support Optical Toslink SPDIF and 3.5mm Audio Output with USB Power Cable and Optical Cable for Blue-ray PC Laptop Xbox One",Industrial & Scientific,high,Laptop keyword: laptop,N/A,laptop,screen
B07HKMWXCF,"Dell Latitude 5290 8th Gen Tablet PC (Intel Core i3 - 8130U 2.2GHz, 4 GB Ram, 128 GB SSD, Wifi, Bluetooth, Dual Camera, USB 3.0) Win 10 Pro (Renewed)",Computers,medium-high,"Brand (dell) + Specs (cpu, os, storage)","dell, latitude",N/A,"cpu, os, storage"
